# DiskM2WF: 19 donation (DonationWF scale) + 19 donation (lam=1) + 16x8 disk grid + 17x17 square + 512-point sunflower (BinM2Ev ca6)
#   gid   ic                       cR                       cS                       cT                    u                    v tag
  2467    0   1.0000000000000000e+00   7.7832031250000000e-01  -1.1252929687500000e+01   7.783203125000e-01  -1.225292968750e+01 V_p467_HAS
  2468    0   1.0000000000000000e+00   7.7900390625000000e+00   1.0668945312500000e+01   7.790039062500e+00   9.668945312500e+00 V_p468_SDN
  2469    0   1.0000000000000000e+00  -1.2416992187500000e+01  -8.8867187500000000e-01  -1.241699218750e+01  -1.888671875000e+00 V_p469_SHW
  2470    0   1.0000000000000000e+00   1.0554687500000000e+01  -6.0771484375000000e+00   1.055468750000e+01  -7.077148437500e+00 V_p470_HAE
  2471    0   1.0000000000000000e+00  -3.0380859375000000e+00   1.3495117187500000e+01  -3.038085937500e+00   1.249511718750e+01 V_p471_PDN
  2472    0   1.0000000000000000e+00  -6.2763671875000000e+00  -1.0403320312500000e+01  -6.276367187500e+00  -1.140332031250e+01 V_p472_SHS
  2473    0   1.0000000000000000e+00   1.2484375000000000e+01   5.2207031250000000e+00   1.248437500000e+01   4.220703125000e+00 V_p473_SDE
  2474    0   1.0000000000000000e+00  -1.2210937500000000e+01   6.3886718750000000e+00  -1.221093750000e+01   5.388671875000e+00 V_p474_PDW
  2475    0   1.0000000000000000e+00   5.4335937500000000e+00  -1.1380859375000000e+01   5.433593750000e+00  -1.238085937500e+01 V_p475_HAS
  2476    0   1.0000000000000000e+00   4.4140625000000000e+00   1.3969726562500000e+01   4.414062500000e+00   1.296972656250e+01 V_p476_SDN
  2477    0   1.0000000000000000e+00  -1.2178710937500000e+01  -5.6708984375000000e+00  -1.217871093750e+01  -6.670898437500e+00 V_p477_SHW
  2478    0   1.0000000000000000e+00   1.3674804687500000e+01  -2.3535156250000000e+00   1.367480468750e+01  -3.353515625000e+00 V_p478_HAE
  2479    0   1.0000000000000000e+00  -7.9287109375000000e+00   1.2876953125000000e+01  -7.928710937500e+00   1.187695312500e+01 V_p479_PDN
  2480    0   1.0000000000000000e+00  -2.2080078125000000e+00  -1.3320312500000000e+01  -2.208007812500e+00  -1.432031250000e+01 V_p480_SHS
  2481    0   1.0000000000000000e+00   1.1470703125000000e+01   1.0204101562500000e+01   1.147070312500e+01   9.204101562500e+00 V_p481_SDE
  2482    0   1.0000000000000000e+00  -1.4901367187500000e+01   1.9765625000000000e+00  -1.490136718750e+01   9.765625000000e-01 V_p482_PDW
  2483    0   1.0000000000000000e+00   1.0491210937500000e+01  -9.9560546875000000e+00   1.049121093750e+01  -1.095605468750e+01 V_p483_HAS
  2484    0   1.0000000000000000e+00  -3.4082031250000000e-01   1.6412109375000000e+01  -3.408203125000e-01   1.541210937500e+01 V_p484_PDN
  2485    0   1.0000000000000000e+00  -1.0330078125000000e+01  -1.0788085937500000e+01  -1.033007812500e+01  -1.178808593750e+01 V_p485_SHS
  2486    0   1.0000000000000000e+00   1.5848632812500000e+01   2.7441406250000000e+00   1.584863281250e+01   1.744140625000e+00 V_p486_SDE
  2487    0   1.0000000000000000e+00  -1.3092773437500000e+01   1.0586914062500000e+01  -1.309277343750e+01   9.586914062500e+00 V_p487_PDW
  2488    0   1.0000000000000000e+00   3.2373046875000000e+00  -1.5205078125000000e+01   3.237304687500e+00  -1.620507812500e+01 V_p488_HAS
  2489    0   1.0000000000000000e+00   8.7216796875000000e+00   1.5404296875000000e+01   8.721679687500e+00   1.440429687500e+01 V_p489_SDN
  2490    0   1.0000000000000000e+00  -1.6479492187500000e+01  -3.8222656250000000e+00  -1.647949218750e+01  -4.822265625000e+00 V_p490_SHW
  2491    0   1.0000000000000000e+00   1.5722656250000000e+01  -6.7294921875000000e+00   1.572265625000e+01  -7.729492187500e+00 V_p491_HAE
  2492    0   1.0000000000000000e+00  -6.5068359375000000e+00   1.7665039062500000e+01  -6.506835937500e+00   1.666503906250e+01 V_p492_PDN
  2493    0   1.0000000000000000e+00  -6.6015625000000000e+00  -1.6050781250000000e+01  -6.601562500000e+00  -1.705078125000e+01 V_p493_SHS
  2494    0   1.0000000000000000e+00   1.6759765625000000e+01   9.2988281250000000e+00   1.675976562500e+01   8.298828125000e+00 V_p494_SDE
  2495    0   1.0000000000000000e+00  -1.8393554687500000e+01   6.3261718750000000e+00  -1.839355468750e+01   5.326171875000e+00 V_p495_PDW
  2496    0   1.0000000000000000e+00   1.0213867187500000e+01  -1.5760742187500000e+01   1.021386718750e+01  -1.676074218750e+01 V_p496_HAS
  2497    0   1.0000000000000000e+00   3.8896484375000000e+00   2.0762695312500000e+01   3.889648437500e+00   1.976269531250e+01 V_p497_SDN
  2498    0   1.0000000000000000e+00  -1.6664062500000000e+01  -1.1274414062500000e+01  -1.666406250000e+01  -1.227441406250e+01 V_p498_SHW
  2499    0   1.0000000000000000e+00   2.1175781250000000e+01  -1.2695312500000000e+00   2.117578125000e+01  -2.269531250000e+00 V_p499_HAE
  2500    0   1.0000000000000000e+00  -1.4513671875000000e+01   1.7467773437500000e+01  -1.451367187500e+01   1.646777343750e+01 V_p500_PDN
  2501    0   1.0000000000000000e+00  -4.3652343750000000e-01  -2.1661132812500000e+01  -4.365234375000e-01  -2.266113281250e+01 V_p501_SHS
  2502    0   1.0000000000000000e+00   1.6170898437500000e+01   1.7983398437500000e+01   1.617089843750e+01   1.698339843750e+01 V_p502_SDN
  2503    0   1.0000000000000000e+00  -2.4263671875000000e+01  -6.6015625000000000e-01  -2.426367187500e+01  -1.660156250000e+00 V_p503_SHW
  2504    0   1.0000000000000000e+00   1.9770507812500000e+01  -1.4771484375000000e+01   1.977050781250e+01  -1.577148437500e+01 V_p504_HAE
  2505    0   1.0000000000000000e+00  -4.0947265625000000e+00   2.7062500000000000e+01  -4.094726562500e+00   2.606250000000e+01 V_p505_PDN
  2506    0   1.0000000000000000e+00  -1.5272460937500000e+01  -2.2018554687500000e+01  -1.527246093750e+01  -2.301855468750e+01 V_p506_SHS
  2507    0   1.0000000000000000e+00   2.8197265625000000e+01   8.0009765625000000e+00   2.819726562500e+01   7.000976562500e+00 V_p507_SDE
  2508    0   1.0000000000000000e+00  -2.6987304687500000e+01   1.5681640625000000e+01  -2.698730468750e+01   1.468164062500e+01 V_p508_PDW
  2509    0   1.0000000000000000e+00   1.0626953125000000e+01  -2.9933593750000000e+01   1.062695312500e+01  -3.093359375000e+01 V_p509_HAS
  2510    0   1.0000000000000000e+00   1.4024414062500000e+01   3.3205078125000000e+01   1.402441406250e+01   3.220507812500e+01 V_p510_SDN
  2511    0   1.0000000000000000e+00  -3.4868164062500000e+01  -1.4505859375000000e+01  -3.486816406250e+01  -1.550585937500e+01 V_p511_SHW
